mssv,student_name,class_name,edu_mail,national_id,address_id
19341661,Lê Thị Hồng,KHMT15B,hong.19341661@student.iuh.edu.vn,877858399,123
19341671,Nguyễn Thị Bích,HTTT15A,bich.19341671@student.iuh.edu.vn,577970414,88
19341681,Phạm Như Thảo,HTTT15A,thao.19341681@student.iuh.edu.vn,863095360,173
19341691,Phùng Khang,HTTT15B,khang.19341691@student.iuh.edu.vn,691756056,87
19341701,Lữ Hoán,KTPM15B,hoan.19341701@student.iuh.edu.vn,793150868,277
19341711,Nguyễn Hồng,HTTT15B,hong.19341711@student.iuh.edu.vn,731605382,11
19341721,La Lan,HTTT15B,lan.19341721@student.iuh.edu.vn,260411940,105
19341731,Nguyễn Thị Thu,KTPM15B,thu.19341731@student.iuh.edu.vn,630977742,265
19341741,Thái Thị,KHMT15A,thi.19341741@student.iuh.edu.vn,792102832,251
19341751,Nguyễn Ngọc Lan,KHMT15B,lan.19341751@student.iuh.edu.vn,873717198,189
19341761,Nguyễn Thị Thanh,HTTT15A,thanh.19341761@student.iuh.edu.vn,627199715,2
19341771,Nguyễn Thị Ngọc,KHMT15A,ngoc.19341771@student.iuh.edu.vn,903184431,131
19341781,Nguyễn Thị Ngọc,HTTT15B,ngoc.19341781@student.iuh.edu.vn,733168849,78
19341791,Nguyễn Trần Thục,HTTT15A,thuc.19341791@student.iuh.edu.vn,670661593,129
19341801,Đặng Thị Khánh,HTTT15B,khanh.19341801@student.iuh.edu.vn,569966323,223
19341811,Nguyễn Trần Sông,KTPM15A,song.19341811@student.iuh.edu.vn,830537579,221
19341821,Đoàn Vũ Thụy,HTTT15B,thuy.19341821@student.iuh.edu.vn,762214963,281
19341831,Nguyễn Phước Bảo,KHMT15B,bao.19341831@student.iuh.edu.vn,966922253,297
19341841,Phan Hương,KTPM15B,huong.19341841@student.iuh.edu.vn,278292917,240
19341851,Lê Thị Yến,HTTT15B,yen.19341851@student.iuh.edu.vn,772492429,267
19341861,Bùi Ngọc Cam,HTTT15B,cam.19341861@student.iuh.edu.vn,899147453,104
19341871,Nguyễn Hồng Vân,HTTT15A,van.19341871@student.iuh.edu.vn,853533195,146
19341881,Lê Thị Thu,KHMT15B,thu.19341881@student.iuh.edu.vn,652790550,295
19341891,Nguyễn Thị Thu,KTPM15B,thu.19341891@student.iuh.edu.vn,316255845,72
19341901,Nguyễn Thành,HTTT15B,thanh.19341901@student.iuh.edu.vn,779744201,269
19341911,Nguyễn Huỳnh Như,KTPM15B,nhu.19341911@student.iuh.edu.vn,905630774,4
19341921,Trần Ngọc,HTTT15B,ngoc.19341921@student.iuh.edu.vn,561012748,174
19341931,Nguyễn Minh,HTTT15C,minh.19341931@student.iuh.edu.vn,761419902,202
19341941,Trần Hữu,HTTT15B,huu.19341941@student.iuh.edu.vn,671152514,130
19341951,Huỳnh Văn,KHDL15B,van.19341951@student.iuh.edu.vn,658596528,276
19341961,Ngô Thảo,HTTT15B,thao.19341961@student.iuh.edu.vn,548623965,44
19341971,Phạm Thị Thu,KTPM15A,thu.19341971@student.iuh.edu.vn,863107602,60
19341981,Lưu Gia,HTTT15C,gia.19341981@student.iuh.edu.vn,417334062,106
19341991,Phạm Tăng Cát,HTTT15C,cat.19341991@student.iuh.edu.vn,772152398,142
19342001,Phạm Thị Vân,HTTT15A,van.19342001@student.iuh.edu.vn,382937945,48
19342011,Vũ Phương,HTTT15B,phuong.19342011@student.iuh.edu.vn,429681686,161
19342021,Trương Công,KHDL15B,cong.19342021@student.iuh.edu.vn,431220503,190
19342031,Nguyễn Hoài,HTTT15C,hoai.19342031@student.iuh.edu.vn,359373246,108
19342041,Ngô Văn,HTTT15A,van.19342041@student.iuh.edu.vn,502233624,139
19342051,La Chí,HTTT15C,chi.19342051@student.iuh.edu.vn,512602644,91
19342061,Chou Kiệt,KHMT15A,kiet.19342061@student.iuh.edu.vn,250796888,299
19342071,Nguyễn Huỳnh Kim,KTPM15A,kim.19342071@student.iuh.edu.vn,489308127,197
19342081,Nguyễn Thành,KHMT15B,thanh.19342081@student.iuh.edu.vn,400397803,173
19342091,Huỳnh Thụy Nguyên,KTPM15B,nguyen.19342091@student.iuh.edu.vn,616719514,167
19342101,Trần Quan,KTPM15A,quan.19342101@student.iuh.edu.vn,543459978,244
19342111,Nguyễn Hữu,KHDL15A,huu.19342111@student.iuh.edu.vn,939153749,179
19342121,Trần Thanh,KHMT15A,thanh.19342121@student.iuh.edu.vn,834098037,226
19342131,Đinh Thị Bích,KHDL15B,bich.19342131@student.iuh.edu.vn,262700276,213
19342141,Lê Thúy Phương,HTTT15A,phuong.19342141@student.iuh.edu.vn,615204527,23
19342151,Phạm Thành,KHDL15A,thanh.19342151@student.iuh.edu.vn,308132383,75
19342161,Trần Thị Thanh,HTTT15C,thanh.19342161@student.iuh.edu.vn,343949009,20
19342171,Lê Thị Phương,KTPM15B,phuong.19342171@student.iuh.edu.vn,684740453,190
19342181,Châu Cương,KHMT15A,cuong.19342181@student.iuh.edu.vn,771510148,200
19342191,Ngô Thanh,KHDL15B,thanh.19342191@student.iuh.edu.vn,898429436,123
19342201,Nguyễn Mai Thanh,KHMT15A,thanh.19342201@student.iuh.edu.vn,622060916,238
19342211,Trần Hà Đông,HTTT15B,dong.19342211@student.iuh.edu.vn,431771052,5
19342221,Nguyễn Phan Thùy,HTTT15B,thuy.19342221@student.iuh.edu.vn,890721686,139
19342231,Nguyễn Khánh,KTPM15A,khanh.19342231@student.iuh.edu.vn,387667799,104
19342241,Hoàng Ngọc,KHMT15A,ngoc.19342241@student.iuh.edu.vn,897386251,226
19342251,Trần Hữu,HTTT15B,huu.19342251@student.iuh.edu.vn,996249119,112
19342261,Nguyễn Ngọc Đoan,HTTT15A,doan.19342261@student.iuh.edu.vn,780026360,33
19342271,Cao Thị Thu,HTTT15A,thu.19342271@student.iuh.edu.vn,351421857,63
19342281,Mai Quốc,KHMT15B,quoc.19342281@student.iuh.edu.vn,858563907,205
19342291,Nguyễn Ngọc Hương,HTTT15A,huong.19342291@student.iuh.edu.vn,987968319,117
19342301,Nguyễn Thị Thùy,HTTT15B,thuy.19342301@student.iuh.edu.vn,986479765,60
19342311,Nguyễn Hoàng Minh,HTTT15C,minh.19342311@student.iuh.edu.vn,602436158,187
19342321,Nguyễn Hoàng Yến,HTTT15B,yen.19342321@student.iuh.edu.vn,837823236,143
19342331,Lê Ngọc Yến,HTTT15B,yen.19342331@student.iuh.edu.vn,993471478,44
19342341,Trần Khánh,KHDL15B,khanh.19342341@student.iuh.edu.vn,811971011,54
19342351,Nguyễn Huỳnh Thái,KTPM15A,thai.19342351@student.iuh.edu.vn,464927895,268
19342361,Vĩnh Huyền Huyền Thảo,KHDL15B,thao.19342361@student.iuh.edu.vn,581035748,283
19342371,Trần Thị Quỳnh,HTTT15B,quynh.19342371@student.iuh.edu.vn,443438512,14
19342381,Huỳnh Giao,KHDL15B,giao.19342381@student.iuh.edu.vn,793331870,264
19342391,Vũ Lê Thuận,HTTT15C,thuan.19342391@student.iuh.edu.vn,618994753,232
19342401,Nguyễn Tấn,HTTT15A,tan.19342401@student.iuh.edu.vn,404836965,91
19342411,Lâm Cẩm,KHDL15B,cam.19342411@student.iuh.edu.vn,517810800,52
19342421,Nguyễn Duy,KTPM15A,duy.19342421@student.iuh.edu.vn,242251602,184
19342431,Thòng Ngọc,HTTT15B,ngoc.19342431@student.iuh.edu.vn,342744971,62
19342441,Ngô Huệ,HTTT15B,hue.19342441@student.iuh.edu.vn,908488762,49
19342451,Triệu Trạch,HTTT15A,trach.19342451@student.iuh.edu.vn,465192189,9
19342461,Huỳnh Ngọc,KHDL15A,ngoc.19342461@student.iuh.edu.vn,988253517,235
19342471,Nguyễn Ngọc Bảo,HTTT15B,bao.19342471@student.iuh.edu.vn,458914368,244
19342481,Đổ Phúc Nhĩ,HTTT15B,nhi.19342481@student.iuh.edu.vn,827382865,100
19342491,Huỳnh Cao,HTTT15A,cao.19342491@student.iuh.edu.vn,566365126,120
19342501,Hoàng Mai Thảo,KHMT15A,thao.19342501@student.iuh.edu.vn,753603908,64
19342511,Đặng Thị Thục,HTTT15C,thuc.19342511@student.iuh.edu.vn,749561249,34
19342521,Lê Quang,HTTT15B,quang.19342521@student.iuh.edu.vn,299638428,116
19342531,Trần Cát,KTPM15A,cat.19342531@student.iuh.edu.vn,264016786,260
19342541,Hoàng Nam,HTTT15B,nam.19342541@student.iuh.edu.vn,883547640,133
19342551,Võ Trọng,KHDL15B,trong.19342551@student.iuh.edu.vn,835550900,20
19342561,Nguyễn Thị Nam,HTTT15C,nam.19342561@student.iuh.edu.vn,393482919,274
19342571,Trần Ba,KHDL15A,ba.19342571@student.iuh.edu.vn,524497159,30
19342581,HoàNg TuấN,HTTT15C,tuán.19342581@student.iuh.edu.vn,615416828,119
19342591,Trần Nguyên,HTTT15A,nguyen.19342591@student.iuh.edu.vn,976983765,169
19342601,Nguyễn Long,KHDL15B,long.19342601@student.iuh.edu.vn,374165292,96
19342611,Nguyễn Thị Hoài,KHDL15A,hoai.19342611@student.iuh.edu.vn,795553322,213
19342621,Trương Quân,HTTT15B,quan.19342621@student.iuh.edu.vn,341029437,73
19342631,Mai Hữu,KHDL15B,huu.19342631@student.iuh.edu.vn,969704833,285
19342641,Lê Nguyễn Phúc,HTTT15A,phuc.19342641@student.iuh.edu.vn,431491672,210
19342651,Dương Mỹ,KHDL15A,mỹ.19342651@student.iuh.edu.vn,915982078,28
19342661,Trương Hữu Đức,KHDL15A,duc.19342661@student.iuh.edu.vn,234231893,168
19342671,Nguyễn Ngọc,HTTT15B,ngoc.19342671@student.iuh.edu.vn,383698151,143
19342681,Lê Thị Bé,KHMT15B,be.19342681@student.iuh.edu.vn,900327182,153
19342691,Trần Lan,HTTT15A,lan.19342691@student.iuh.edu.vn,519606879,167
19342701,Phạm Huỳnh Xuân,KTPM15B,xuan.19342701@student.iuh.edu.vn,656003867,218
19342711,Phan Lê Minh,HTTT15B,minh.19342711@student.iuh.edu.vn,946289675,169
19342721,Lâm Thanh,KHDL15A,thanh.19342721@student.iuh.edu.vn,313387775,95
19342731,Trần Thị Lê,KTPM15B,le.19342731@student.iuh.edu.vn,795275524,223
19342741,Phạm Quang,HTTT15B,quang.19342741@student.iuh.edu.vn,678366838,113
19342751,Nguyễn Thị Hải,KTPM15B,hai.19342751@student.iuh.edu.vn,906430264,151
19342761,Đặng Thị Hoàng,KTPM15A,hoang.19342761@student.iuh.edu.vn,283029542,268
19342771,Nguyễn Thị Hoa,KTPM15A,hoa.19342771@student.iuh.edu.vn,254145758,9
19342781,Nguyễn Ngọc Anh,KHDL15A,anh.19342781@student.iuh.edu.vn,643726382,79
19342791,Lê Thị Hồng,HTTT15B,hong.19342791@student.iuh.edu.vn,978153355,168
19342801,Nguyễn Khang,HTTT15C,khang.19342801@student.iuh.edu.vn,459929001,138
19342811,Đoàn Thái Liêng,KHMT15B,lieng.19342811@student.iuh.edu.vn,329506725,162
19342821,Nguyễn Thị Tuyết,HTTT15C,tuyet.19342821@student.iuh.edu.vn,903513231,146
19342831,Bành Thanh,HTTT15C,thanh.19342831@student.iuh.edu.vn,439447344,263
19342841,Nguyễn Văn,KHDL15A,van.19342841@student.iuh.edu.vn,943426393,203
19342851,Nguyễn Thương Hồng,KTPM15B,hong.19342851@student.iuh.edu.vn,819317462,52
19342861,Trần Anh,HTTT15B,anh.19342861@student.iuh.edu.vn,574305079,192
19342871,Nguyễn Tâm,HTTT15B,tam.19342871@student.iuh.edu.vn,447379559,273
19342881,Nguyễn Đăng,KTPM15B,dang.19342881@student.iuh.edu.vn,682680411,150
19342891,Đinh Xuân,KTPM15A,xuan.19342891@student.iuh.edu.vn,964541791,156
19342901,Trần Hoàng,HTTT15B,hoang.19342901@student.iuh.edu.vn,264856553,255
19342911,Nguyễn Lê Kiều,HTTT15C,kieu.19342911@student.iuh.edu.vn,466863182,109
19342921,Đinh Huỳnh,KHMT15B,huynh.19342921@student.iuh.edu.vn,798232045,53
19342931,Trần Ngọc Kim,HTTT15C,kim.19342931@student.iuh.edu.vn,371884880,247
19342941,Trần Như Hoàng,HTTT15A,hoang.19342941@student.iuh.edu.vn,847417879,237
19342951,Nguyễn Thị,HTTT15A,thi.19342951@student.iuh.edu.vn,422981774,113
19342961,Phạm Thị Kiều,KHMT15B,kieu.19342961@student.iuh.edu.vn,276212892,139
19342971,Huỳnh Trúc,KHMT15A,truc.19342971@student.iuh.edu.vn,293847162,158
19342981,Dương Đông,KTPM15B,dong.19342981@student.iuh.edu.vn,594004882,65
19342991,Đặng Quốc,KHDL15A,quoc.19342991@student.iuh.edu.vn,292982136,179
19343001,Lê Phạm Quỳnh,HTTT15B,quynh.19343001@student.iuh.edu.vn,680821437,186
19343011,Nguyễn Thị Yến,KHDL15B,yen.19343011@student.iuh.edu.vn,554180975,128
19343021,Phan Thị Ngọc,KHDL15A,ngoc.19343021@student.iuh.edu.vn,574623453,293
19343031,Nguyễn Thuyền,KHMT15A,thuyen.19343031@student.iuh.edu.vn,620055757,150
19343041,Lê Bỉnh,HTTT15A,binh.19343041@student.iuh.edu.vn,486504603,266
19343051,Trương Diệu,HTTT15B,dieu.19343051@student.iuh.edu.vn,744731632,24
19343061,Lê Thanh,HTTT15A,thanh.19343061@student.iuh.edu.vn,366222440,243
19343071,Võ Thị Thúy,KHDL15A,thuy.19343071@student.iuh.edu.vn,557273650,232
19343081,Trương Thị Vân,HTTT15A,van.19343081@student.iuh.edu.vn,634028553,201
19343091,Trần Kim,HTTT15B,kim.19343091@student.iuh.edu.vn,789325110,94
19343101,Phạm Thị Như,HTTT15C,nhu.19343101@student.iuh.edu.vn,969177037,253
19343111,Trần Công,KHDL15A,cong.19343111@student.iuh.edu.vn,396957059,164
19343121,Trần Tuyết,KHDL15A,tuyet.19343121@student.iuh.edu.vn,738717402,247
19343131,Nguyễn Hằng,KHMT15B,hang.19343131@student.iuh.edu.vn,849011842,123
19343141,Lê Thúy,KHMT15B,thuy.19343141@student.iuh.edu.vn,247122882,18
19343151,Nguyễn Thị Kim,KTPM15B,kim.19343151@student.iuh.edu.vn,683633161,216
19343161,Phạm Thị Hải,KHMT15B,hai.19343161@student.iuh.edu.vn,928399436,149
19343171,Lê Hiệp,HTTT15A,hiep.19343171@student.iuh.edu.vn,287005491,75
19343181,Nguyễn Minh,KHDL15B,minh.19343181@student.iuh.edu.vn,349786351,248
19343191,Lê Thanh,HTTT15A,thanh.19343191@student.iuh.edu.vn,714849574,115
19343201,Hồ Văn,KHDL15B,van.19343201@student.iuh.edu.vn,968073861,48
19343211,Võ Thị Trúc,HTTT15B,truc.19343211@student.iuh.edu.vn,980024165,140
19343221,Trịnh Thị Phương,HTTT15A,phuong.19343221@student.iuh.edu.vn,288855813,27
19343231,Nguyễn Hoàng,KHMT15B,hoang.19343231@student.iuh.edu.vn,367366809,165
19343241,Phan Minh,KHMT15B,minh.19343241@student.iuh.edu.vn,335836287,200
19343251,Cao Ngọc Kim,KHMT15B,kim.19343251@student.iuh.edu.vn,460368383,235
19343261,Phan Huỳnh,HTTT15B,huynh.19343261@student.iuh.edu.vn,438046852,270
19343271,Hồ Thị Mỹ,HTTT15A,my.19343271@student.iuh.edu.vn,863315198,182
19343281,Phạm Duy,HTTT15A,duy.19343281@student.iuh.edu.vn,450692505,42
19343291,Trần Thị,HTTT15B,thi.19343291@student.iuh.edu.vn,936176897,252
19343301,Đặng Phạm Kim,KHDL15A,kim.19343301@student.iuh.edu.vn,696440213,74
19343311,Dư Thị Bảo,HTTT15A,bao.19343311@student.iuh.edu.vn,978486572,54
19343321,Trần Thu,HTTT15B,thu.19343321@student.iuh.edu.vn,696846645,291
19343331,Trương Thị Trúc,HTTT15A,truc.19343331@student.iuh.edu.vn,594584026,186
19343341,Trần Hoàng,KTPM15B,hoang.19343341@student.iuh.edu.vn,812859155,13
19343351,Trương Thị Hồng,HTTT15C,hong.19343351@student.iuh.edu.vn,540601416,220
19343361,Võ Thị Kiều,HTTT15A,kieu.19343361@student.iuh.edu.vn,255330057,200
19343371,Trần Anh,KHMT15A,anh.19343371@student.iuh.edu.vn,675693517,157
19343381,Lương Thị Hồng,HTTT15B,hong.19343381@student.iuh.edu.vn,463958361,94
19343391,Đoàn Ngọc Phương,KTPM15A,phuong.19343391@student.iuh.edu.vn,396092640,295
19343401,Đỗ Thị Như,HTTT15A,nhu.19343401@student.iuh.edu.vn,362662400,262
19343411,Trần Bạch,KTPM15B,bach.19343411@student.iuh.edu.vn,629277230,32
19343421,Nguyễn Thị,KHMT15A,thi.19343421@student.iuh.edu.vn,842347917,293
19343431,Trần Nguyễn,KHMT15A,nguyen.19343431@student.iuh.edu.vn,998736265,14
19343441,Nguyễn Thị,HTTT15A,thi.19343441@student.iuh.edu.vn,322237665,262
19343451,Trần Phù Phương,HTTT15A,phuong.19343451@student.iuh.edu.vn,873887615,210
19343461,Bùi Kim,HTTT15C,kim.19343461@student.iuh.edu.vn,619834785,49
19343471,Phạm Quốc,KHMT15A,quoc.19343471@student.iuh.edu.vn,603601842,70
19343481,Kiều Thị Kim,HTTT15B,kim.19343481@student.iuh.edu.vn,739375449,229
19343491,Phạm Lê Xuân,HTTT15C,xuan.19343491@student.iuh.edu.vn,780068092,126
19343501,Võ Nguyễn Yến,KTPM15A,yen.19343501@student.iuh.edu.vn,990952774,254
19343511,Võ Thị Thu,KTPM15A,thu.19343511@student.iuh.edu.vn,877773060,291
19343521,Trần Như,HTTT15C,nhu.19343521@student.iuh.edu.vn,647006649,13
19343531,Lê Thị Thanh,KHDL15A,thanh.19343531@student.iuh.edu.vn,758025865,227
19343541,Lê Thị,KHDL15B,thi.19343541@student.iuh.edu.vn,798440394,236
19343551,Trần Thùy,KHDL15B,thuy.19343551@student.iuh.edu.vn,476629448,200
19343561,Nguyễn Thị Ý,HTTT15C,y.19343561@student.iuh.edu.vn,455256915,151
19343571,Trần Minh,KHDL15B,minh.19343571@student.iuh.edu.vn,420300192,200
19343581,Nguyễn Thị Hồng,KTPM15B,hong.19343581@student.iuh.edu.vn,445592669,7
19343591,Phạm Phương,KTPM15B,phuong.19343591@student.iuh.edu.vn,927843642,107
19343601,Trần Ngọc,KTPM15A,ngoc.19343601@student.iuh.edu.vn,980212221,180
19343611,Đinh Ngọc,HTTT15C,ngoc.19343611@student.iuh.edu.vn,235869417,256
19343621,Vi Mai,KHMT15B,mai.19343621@student.iuh.edu.vn,402774674,157
19343631,Nguyễn Ngô Thanh,KHMT15B,thanh.19343631@student.iuh.edu.vn,469641207,296
19343641,Nguyễn Thị Hồng,KTPM15A,hong.19343641@student.iuh.edu.vn,263910617,82
19343651,Huỳnh Thị Tường,KHDL15A,tuong.19343651@student.iuh.edu.vn,639207511,43
19343661,Nguyễn Mai Thanh,HTTT15B,thanh.19343661@student.iuh.edu.vn,823655928,3
19343671,Đặng Huỳnh,HTTT15A,huynh.19343671@student.iuh.edu.vn,641248733,68
19343681,Lê HoàNg Gia,KHMT15B,gia.19343681@student.iuh.edu.vn,745738190,137
19343691,Phạm Thị Hồng,KTPM15B,hong.19343691@student.iuh.edu.vn,969725725,213
19343701,Lê Thị Thu,KHDL15B,thu.19343701@student.iuh.edu.vn,562041546,265
19343711,Nguyễn Trần Phương,KTPM15A,phuong.19343711@student.iuh.edu.vn,700437084,105
19343721,Võ La Hoàng Thúy,KTPM15B,thuy.19343721@student.iuh.edu.vn,657191652,106
19343731,Triệu Thu,HTTT15C,thu.19343731@student.iuh.edu.vn,525687508,157
19343741,Huỳnh Nguyễn Thanh,HTTT15B,thanh.19343741@student.iuh.edu.vn,850007531,96
19343751,Trần Thiên,HTTT15B,thien.19343751@student.iuh.edu.vn,332568119,254
19343761,Nguyễn Mai,HTTT15C,mai.19343761@student.iuh.edu.vn,275164616,226
19343771,Nguyễn Minh,HTTT15B,minh.19343771@student.iuh.edu.vn,613269464,247
19343781,Nguyễn Thu,KHDL15B,thu.19343781@student.iuh.edu.vn,682789744,81
19343791,Nguyễn Thúy,HTTT15B,thuy.19343791@student.iuh.edu.vn,819299918,82
19343801,Nguyễn Hoàng,HTTT15A,hoang.19343801@student.iuh.edu.vn,358193355,175
19343811,Trần Đào Minh,HTTT15A,minh.19343811@student.iuh.edu.vn,650639039,139
19343821,Châu Phạm Châu,KHDL15A,chau.19343821@student.iuh.edu.vn,636221247,296
19343831,Bùi Mạnh,KHDL15B,manh.19343831@student.iuh.edu.vn,298068757,9
19343841,Nguyễn Lê Kim,HTTT15A,kim.19343841@student.iuh.edu.vn,736898288,248
19343851,Nguyễn Hữu,KTPM15A,huu.19343851@student.iuh.edu.vn,552006342,233
19343861,Nguyễn Huỳnh Khánh,HTTT15A,khanh.19343861@student.iuh.edu.vn,445898321,46
19343871,Bùi Quang,KHDL15B,quang.19343871@student.iuh.edu.vn,521234444,181
19343881,Đinh Lan Thảo,HTTT15C,thao.19343881@student.iuh.edu.vn,385994318,164
19343891,Trần Tiểu,HTTT15A,tieu.19343891@student.iuh.edu.vn,796550640,89
19343901,Trương Hữu,HTTT15B,huu.19343901@student.iuh.edu.vn,343920983,55
19343911,Trần Ngọc,HTTT15B,ngoc.19343911@student.iuh.edu.vn,640931627,124
19343921,Nguyễn Ngọc Uyển,HTTT15C,uyen.19343921@student.iuh.edu.vn,522974113,239
19343931,Trần Lê Thiên,HTTT15B,thien.19343931@student.iuh.edu.vn,674666686,56
19343941,Lý Ngọc Như,KTPM15A,nhu.19343941@student.iuh.edu.vn,867115297,33
19343951,Lê Hà Phương,KHMT15A,phuong.19343951@student.iuh.edu.vn,421005848,35
19343961,Trần Thị Thanh,HTTT15A,thanh.19343961@student.iuh.edu.vn,617916243,145
19343971,Trần Hà Triệu,HTTT15C,trieu.19343971@student.iuh.edu.vn,941817628,253
19343981,Hồ Lê Quỳnh,HTTT15C,quynh.19343981@student.iuh.edu.vn,701311365,229
19343991,Phạm Thị,KTPM15A,thi.19343991@student.iuh.edu.vn,318003352,288
19344001,Trần Thị Hải,HTTT15C,hai.19344001@student.iuh.edu.vn,660670588,271
19344011,Phùng Thọ Thiên,KHMT15B,thien.19344011@student.iuh.edu.vn,851040344,139
19344021,Nguyễn Vũ Thanh,HTTT15B,thanh.19344021@student.iuh.edu.vn,548790550,221
19344031,Trần Thị Tường,HTTT15B,tuong.19344031@student.iuh.edu.vn,810322229,14
19344041,Nguyễn Hạ Đan,KHDL15B,dan.19344041@student.iuh.edu.vn,234818058,5
19344051,Tạ Nguyễn Thuỷ,KTPM15A,thuy.19344051@student.iuh.edu.vn,935481946,56
19344061,Võ Thu,HTTT15A,thu.19344061@student.iuh.edu.vn,278592852,193
19344071,Vũ Trà,HTTT15A,tra.19344071@student.iuh.edu.vn,899331648,60
19344081,Nguyễn Thị Mỹ,KTPM15B,my.19344081@student.iuh.edu.vn,591216665,250
19344091,Trần Phương,KHDL15B,phuong.19344091@student.iuh.edu.vn,437857378,146
19344101,Huỳnh Yến,HTTT15B,yen.19344101@student.iuh.edu.vn,424833801,294
19344111,Trần Gia,HTTT15B,gia.19344111@student.iuh.edu.vn,501978924,293
19344121,Huỳnh Lê Thảo,KHMT15A,thao.19344121@student.iuh.edu.vn,412544692,108
19344131,Nguyễn Thị Ngọc,HTTT15C,ngoc.19344131@student.iuh.edu.vn,229472556,118
19344141,Nguyễn Hoàng Ngọc Mỹ,KHMT15A,my.19344141@student.iuh.edu.vn,271972473,80
19344151,Nguyễn Kim,KHMT15A,kim.19344151@student.iuh.edu.vn,485301545,62
19344161,Cao Nhật,KHDL15B,nhat.19344161@student.iuh.edu.vn,465144698,248
19344171,Đặng Thị Thùy,HTTT15B,thuy.19344171@student.iuh.edu.vn,407625446,208
19344181,Từ Hỷ,HTTT15C,hy.19344181@student.iuh.edu.vn,810636348,265
19344191,La Bích,KTPM15B,bich.19344191@student.iuh.edu.vn,991260427,135
19344201,Lý Huệ,HTTT15A,hue.19344201@student.iuh.edu.vn,344556338,55
19344211,Nguyễn Thị Hà,KTPM15B,ha.19344211@student.iuh.edu.vn,462535514,203
19344221,Hồ Khiết,HTTT15B,khiet.19344221@student.iuh.edu.vn,502396442,154
19344231,Nguyễn Thị Bích,KHMT15A,bich.19344231@student.iuh.edu.vn,899452210,275
19344241,Cao Thị,KHMT15B,thi.19344241@student.iuh.edu.vn,664798503,116
19344251,Trương Diệu,KHMT15B,dieu.19344251@student.iuh.edu.vn,390714687,100
19344261,Nguyễn Thị Thanh,HTTT15B,thanh.19344261@student.iuh.edu.vn,402890465,3
19344271,Trần Thị,KHMT15A,thi.19344271@student.iuh.edu.vn,319509507,108
19344281,Trịnh Thị,KTPM15B,thi.19344281@student.iuh.edu.vn,491263741,266
19344291,Nguyễn Anh,HTTT15B,anh.19344291@student.iuh.edu.vn,444488648,106
19344301,Nguyễn Thị Mỹ,HTTT15B,my.19344301@student.iuh.edu.vn,503464440,175
19344311,Lê Dương Minh,HTTT15B,minh.19344311@student.iuh.edu.vn,245711686,167
19344321,Hồ Ngọc Gia,HTTT15A,gia.19344321@student.iuh.edu.vn,641892613,201
19344331,Hồ Thị,HTTT15B,thi.19344331@student.iuh.edu.vn,699972629,106
19344341,Nguyễn Thị Thu,HTTT15A,thu.19344341@student.iuh.edu.vn,280229711,79
19344351,Trần Châu Thanh,HTTT15C,thanh.19344351@student.iuh.edu.vn,798602185,145
19344361,Huỳnh Gia,KHMT15A,gia.19344361@student.iuh.edu.vn,508637303,190
19344371,Huỳnh Thị,KTPM15B,thi.19344371@student.iuh.edu.vn,791316946,185
19344381,Phí Huyền,KTPM15B,huyen.19344381@student.iuh.edu.vn,562470236,160
19344391,Lê Thị Như,HTTT15A,nhu.19344391@student.iuh.edu.vn,814626755,220
19344401,Nguyễn Thiện,KHMT15A,thien.19344401@student.iuh.edu.vn,295457187,33
19344411,Phan Thị,KTPM15B,thi.19344411@student.iuh.edu.vn,631660859,26
19344421,Nguyễn Thị Hồng,HTTT15A,hong.19344421@student.iuh.edu.vn,827762946,43
19344431,Đặng Phương,KTPM15A,phuong.19344431@student.iuh.edu.vn,583768179,15
19344441,Dương Huỳnh Đăng,KHMT15B,dang.19344441@student.iuh.edu.vn,364715119,247
19344451,Trần Thị Huỳnh,KHDL15A,huynh.19344451@student.iuh.edu.vn,376674003,86
19344461,Nguyễn Minh,KHDL15A,minh.19344461@student.iuh.edu.vn,829359441,248
19344471,Nguyễn Minh,HTTT15A,minh.19344471@student.iuh.edu.vn,759685717,99
19344481,Nguyễn Thị Lan,HTTT15A,lan.19344481@student.iuh.edu.vn,273501133,148
19344491,Thân Thanh,HTTT15A,thanh.19344491@student.iuh.edu.vn,960718124,226
19344501,Vương Thị Vân,KHDL15A,van.19344501@student.iuh.edu.vn,526069402,293
19344511,Nguyễn Khánh,KTPM15A,khanh.19344511@student.iuh.edu.vn,702421451,53
19344521,Nguyễn Yến,HTTT15A,yen.19344521@student.iuh.edu.vn,261433569,160
19344531,Nguyễn Thị Thanh,KHDL15A,thanh.19344531@student.iuh.edu.vn,493082142,13
19344541,Nguyễn Thị Huỳnh,HTTT15B,huynh.19344541@student.iuh.edu.vn,685714876,116
19344551,Vũ Hồ Trâm,KTPM15B,tram.19344551@student.iuh.edu.vn,803143309,72
19344561,Hà Duy Thiên,KHMT15A,thien.19344561@student.iuh.edu.vn,708255222,283
19344571,Lê Thị Mai,KHDL15A,mai.19344571@student.iuh.edu.vn,404549916,266
19344581,Nguyễn Minh,KHMT15A,minh.19344581@student.iuh.edu.vn,792815036,108
19344591,Trần Lâm Bảo,HTTT15B,bao.19344591@student.iuh.edu.vn,873736540,182
19344601,Vương Chí,KTPM15B,chi.19344601@student.iuh.edu.vn,527928675,36
19344611,Nguyễn Thành,HTTT15A,thanh.19344611@student.iuh.edu.vn,672402412,249
